date,department,revenue,expenses,employee_count,carbon_emissions_kg,employee_satisfaction
2026-03-20 21:48:52.491451,Sales,68734.11048709866,28252.929894545152,37,110.21828029067716,3.2680304569012817
2026-03-19 21:48:52.491451,Sales,50984.73737166837,32199.204817119804,47,521.7945777947136,3.057565352626678
2026-03-18 21:48:52.491452,Finance,67538.11470428934,38860.73212781903,41,150.6729481136536,4.510274511347238
2026-03-17 21:48:52.491453,HR,63099.754536341396,42201.77548618986,16,206.93612464126474,4.24061910270693
2026-03-16 21:48:52.491454,HR,53084.75201010006,28201.861993779617,7,205.7736220993944,4.408159536198447
2026-03-15 21:48:52.491454,Sales,28347.74972455642,13097.132268978046,5,684.2892719044572,3.4259283230178212
2026-03-14 21:48:52.491455,HR,34584.33703867267,27416.261295341537,37,771.440391338881,3.2727429511735395
2026-03-13 21:48:52.491456,HR,61118.60952567827,44957.223462666196,44,625.0318885874436,3.029089331335764
2026-03-12 21:48:52.491457,Sales,24342.056322124536,18114.42960035336,14,965.9552936270877,3.701175117613194
2026-03-11 21:48:52.491458,HR,51784.67737843978,25897.54533850777,47,437.38352157133363,4.179835373709266
2026-03-10 21:48:52.491458,Marketing,65007.28411643157,27012.729892428502,48,357.14087765367464,3.7844880901994644
2026-03-09 21:48:52.491459,Engineering,52286.31293388889,27257.179414459955,33,881.7392153705142,3.874949844047458
2026-03-08 21:48:52.491460,Engineering,40979.0413164241,25195.265716336475,17,301.23625466750735,4.808317388987497
2026-03-07 21:48:52.491460,Sales,37300.78464702805,19794.052908778587,16,966.9002854965502,3.696510934046601
